rating,star,title,quote,writer,director,link,year,genre
9.2,"理查·基尔,萨拉·罗默尔,琼·艾伦",忠犬八公的故事 Hachi: A Dog's Tale,永远都不能忘记你所爱的人。,"Stephen P. Lindsey,新藤兼人",莱塞·霍尔斯道姆,http://www.imdb.com/title/tt1028532,2009,剧情
9.2,"杰拉尔·朱诺,弗朗西斯·贝尔兰德,凯德·麦拉德",放牛班的春天 Les choristes,天籁一般的童声，是最接近上帝的存在。 ,"克里斯托夫·巴拉蒂,Philippe Lopes-Curval",克里斯托夫·巴拉蒂,http://www.imdb.com/title/tt0372824,2004,"剧情,音乐,儿童"
9.1,"莱昂纳多·迪卡普里奥,凯特·温丝莱特,比利·赞恩",泰坦尼克号 Titanic,失去的才是永恒的。 ,詹姆斯·卡梅隆,詹姆斯·卡梅隆,"http://www.titanicmovie.com,http://www.imdb.com/title/tt0120338",1997,"剧情,爱情,灾难"
9.2,"莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾伦·佩吉",盗梦空间 Inception,诺兰给了我们一场无法盗取的梦。,克里斯托弗·诺兰,克里斯托弗·诺兰,"http://www.imdb.com/title/tt1375666,https://site.douban.com/106310/",2010,"剧情,动作,科幻,悬疑,冒险"
9.1,"阿米尔·汗,卡琳娜·卡普尔,马达范",三傻大闹宝莱坞 3 Idiots,英俊版憨豆，高情商版谢耳朵。,"Vidhu Vinod Chopra,拉吉库马尔·希拉尼,阿西奇·乔希",拉吉库马尔·希拉尼,http://www.imdb.com/title/tt1187043,2009,"剧情,喜剧,爱情,歌舞"
9.2,"蒂姆·罗斯,普路特·泰勒·文斯,比尔·努恩",海上钢琴师 La leggenda del pianista sull'oceano,每个人都要走一条自己坚定了的路，就算是粉身碎骨。 ,"亚利桑德罗·巴里克,朱塞佩·托纳多雷",朱塞佩·托纳多雷,http://www.imdb.com/title/tt0120731,1998,"剧情,音乐"
9.4,"连姆·尼森,本·金斯利,拉尔夫·费因斯",辛德勒的名单 Schindler's List,拯救一个人，就是拯救整个世界。,"托马斯·肯尼利,斯蒂文·泽里安",史蒂文·斯皮尔伯格,http://www.imdb.com/title/tt0108052,1993,"剧情,历史,战争"
9.2,"柊瑠美,入野自由,夏木真理",千与千寻 千と千尋の神隠し,最好的宫崎骏，最好的久石让。 ,宫崎骏,宫崎骏,http://www.imdb.com/title/tt0245429,2001,"剧情,动画,奇幻"
9.3,"本·贝尔特,艾丽莎·奈特,杰夫·格尔林",机器人总动员 WALL·E,小瓦力，大人生。,"安德鲁·斯坦顿,吉姆·里尔顿,彼特·道格特",安德鲁·斯坦顿,"http://www.pixar.com/features_films/WALLE,http://www.imdb.com/title/tt0910970",2008,"喜剧,爱情,科幻,动画,冒险"
9.5,"罗伯托·贝尼尼,尼可莱塔·布拉斯基,乔治·坎塔里尼",美丽人生 La vita è bella,最美的谎言。,"文森佐·克拉米,罗伯托·贝尼尼",罗伯托·贝尼尼,http://www.imdb.com/title/tt0118799,1997,"剧情,喜剧,爱情"
9.4,"张国荣,张丰毅,巩俐",霸王别姬,风华绝代。,"芦苇,李碧华",陈凯歌,http://www.imdb.com/title/tt0106332,1993,"剧情,爱情,同性"
9.4,"汤姆·汉克斯,罗宾·怀特,加里·西尼斯",阿甘正传 Forrest Gump,一部美国近现代史。,"艾瑞克·罗斯,Winston Groom",罗伯特·泽米吉斯,http://www.imdb.com/title/tt0109830,1994,"剧情,爱情"
9.4,"让·雷诺,娜塔莉·波特曼,加里·奥德曼",这个杀手不太冷 Léon,怪蜀黍和小萝莉不得不说的故事。,吕克·贝松,吕克·贝松,http://www.imdb.com/title/tt0110413,1994,"剧情,动作,犯罪"
9.6,"蒂姆·罗宾斯,摩根·弗里曼,鲍勃·冈顿",肖申克的救赎 The Shawshank Redemption,希望让人自由。,"弗兰克·德拉邦特,斯蒂芬·金",弗兰克·德拉邦特,http://www.imdb.com/title/tt0111161,1994,"剧情,犯罪"
8.9,"奥黛丽·赫本,格利高里·派克,埃迪·艾伯特",罗马假日 Roman Holiday,爱情哪怕只有一天。,"达尔顿·特朗勃,伊安·麦克莱伦·亨特,约翰·戴顿",威廉·惠勒,http://www.imdb.com/title/tt0046250,1953,"剧情,喜剧,爱情"
9.1,"维果·莫腾森,伊利亚·伍德,西恩·奥斯汀",指环王3：王者无敌 The Lord of the Rings: The Return of the King,史诗的终章。,"弗兰·威尔士,菲利帕·鲍恩斯,彼得·杰克逊,J·R·R·托尔金",彼得·杰克逊,"http://www.lordoftherings.net/,http://www.imdb.com/title/tt0167260",2003,"剧情,动作,奇幻,冒险"
9.0,"金·凯瑞,劳拉·琳妮,艾德·哈里斯",楚门的世界 The Truman Show,如果再也不能见到你，祝你早安，午安，晚安。,安德鲁·尼科尔,彼得·威尔,http://www.imdb.com/title/tt0120382,1998,剧情
8.9,"威尔·史密斯,贾登·史密斯,坦迪·牛顿",当幸福来敲门 The Pursuit of Happyness,平民励志片。 ,史帝文·康拉德,加布里尔·穆奇诺,http://www.imdb.com/title/tt0454921,2006,"剧情,家庭,传记"
9.1,"安东娜拉·塔莉,恩佐·卡拉瓦勒,艾萨·丹尼埃利",天堂电影院 Nuovo Cinema Paradiso,那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。,"Carl Paoli,朱塞佩·托纳多雷",朱塞佩·托纳多雷,http://www.imdb.com/title/tt0095765,1988,"剧情,爱情"
9.2,"克拉克·盖博,费雯·丽,莱斯利·霍华德",乱世佳人 Gone with the Wind,Tomorrow is another day.,"西德尼·霍华德,奥利弗·H·P·加勒特,本·赫克特,乔·斯沃林,约翰·范·德鲁登,玛格丽特·米歇尔","维克多·弗莱明,乔治·库克,山姆·伍德",http://www.imdb.com/title/tt0031381,1939,"剧情,爱情,战争"
9.1,"周星驰,吴孟达,朱茵",大话西游之大圣娶亲 西遊記大結局之仙履奇緣,一生所爱。,"刘镇伟,吴承恩",刘镇伟,http://www.imdb.com/title/tt0114996,1995,"喜剧,动作,爱情,奇幻,冒险"
9.2,"马龙·白兰度,阿尔·帕西诺,詹姆斯·凯恩",教父 The Godfather,千万不要记恨你的对手，这样会让你失去理智。,"马里奥·普佐,弗朗西斯·福特·科波拉",弗朗西斯·福特·科波拉,http://www.imdb.com/title/tt0068646,1972,"剧情,犯罪"
9.1,"日高法子,坂本千夏,岛本须美",龙猫 となりのトトロ,人人心中都有个龙猫，童年就永远不会消失。,宫崎骏,宫崎骏,http://www.imdb.com/title/tt0096283,1988,"动画,奇幻"
8.8,"中山美穗,酒井美纪,柏原崇",情书 Love Letter,暗恋的极致。,岩井俊二,岩井俊二,http://www.imdb.com/title/tt0113703,1995,"剧情,爱情"
8.8,"倍赏千惠子,木村拓哉,美轮明宏",哈尔的移动城堡 ハウルの動く城,带着心爱的人在天空飞翔。,"宫崎骏,吉田玲子",宫崎骏,http://www.imdb.com/title/tt0347149,2004,"爱情,动画,奇幻,冒险"
8.7,"摩根·弗里曼,布拉德·皮特,凯文·史派西",七宗罪 Se7en,警察抓小偷，老鼠玩死猫。,安德鲁·凯文·沃克,大卫·芬奇,http://www.imdb.com/title/tt0114369,1995,"剧情,悬疑,惊悚,犯罪"
8.9,"伊利亚·伍德,西恩·奥斯汀,伊恩·麦克莱恩",指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,传说的开始。,"弗兰·威尔士,菲利帕·鲍恩斯,彼得·杰克逊,J·R·R·托尔金",彼得·杰克逊,"http://www.lordoftherings.net,http://www.imdb.com/title/tt0120737",2001,"剧情,动作,奇幻,冒险"
8.9,"伊利亚·伍德,西恩·奥斯汀,伊恩·麦克莱恩",指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,承前启后的史诗篇章。,"弗兰·威尔士,菲利帕·鲍恩斯,Stephen Sinclair,彼得·杰克逊,J·R·R·托尔金",彼得·杰克逊,"http://www.lordoftherings.net,http://www.imdb.com/title/tt0167261",2002,"剧情,动作,奇幻,冒险"
9.1,"阿尔·帕西诺,罗伯特·杜瓦尔,黛安·基顿",教父2 The Godfather: Part Ⅱ,优雅的孤独。,"马里奥·普佐,弗朗西斯·福特·科波拉",弗朗西斯·福特·科波拉,http://www.imdb.com/title/tt0071562,1974,"剧情,犯罪"
8.9,"罗素·克劳,詹妮弗·康纳利,艾德·哈里斯",美丽心灵 A Beautiful Mind,爱是一切逻辑和原由。,"阿齐瓦·高斯曼,西尔维娅·纳萨尔",朗·霍华德,http://www.imdb.com/title/tt0268978,2001,"剧情,传记"
9.0,"葛优,巩俐,姜武",活着,张艺谋最好的电影。,"余华,芦苇",张艺谋,http://www.imdb.com/title/tt0110081,1994,"剧情,家庭"
8.9,"阿尔·帕西诺,克里斯·奥唐纳,詹姆斯·瑞布霍恩",闻香识女人 Scent of a Woman,史上最美的探戈。,"博·古德曼,乔瓦尼·阿尔皮诺",马丁·布莱斯,http://www.imdb.com/title/tt0105323,1992,剧情
8.7,"奥黛丽·塔图,马修·卡索维茨,贾梅尔·杜布兹",天使爱美丽 Le fabuleux destin d'Amélie Poulain,法式小清新。 ,"吉罗姆·洛朗,让-皮埃尔·热内",让-皮埃尔·热内,http://www.imdb.com/title/tt0211915,2001,"喜剧,爱情"
9.1,"弗朗索瓦·克鲁塞,奥玛·赛,安乐妮",触不可及 Intouchables,满满温情的高雅喜剧。,"奥利维·那卡什,艾力克·托兰达","奥利维·那卡什,艾力克·托兰达",http://www.imdb.com/title/tt1675434,2011,"剧情,喜剧"
8.9,"吴倩莲,杨贵媚,王渝文",饮食男女 飲食男女,人生不能像做菜，把所有的料都准备好了才下锅。,"李安,王蕙玲,詹姆斯·夏慕斯",李安,http://www.imdb.com/title/tt0111797,1994,"剧情,家庭"
8.8,"松田洋治,石田百合子,田中裕子",幽灵公主 もののけ姫,人与自然的战争史诗。,宫崎骏,宫崎骏,http://www.imdb.com/title/tt0119698,1997,"动画,奇幻,冒险"
8.7,"梁朝伟,张国荣,张学友",射雕英雄传之东成西就 射鵰英雄傳之東成西就,百看不厌。 ,刘镇伟,刘镇伟,http://www.imdb.com/title/tt0108074,1993,"喜剧,古装"
8.7,"姜文,葛优,周润发",让子弹飞,你给我翻译翻译，神马叫做TMD的惊喜。,"朱苏进,述平,姜文,郭俊立,危笑,李不空,马识途",姜文,"http://www.imdb.com/title/tt1533117,https://site.douban.com/106755/",2010,"剧情,喜剧,动作,西部"
8.7,"伊万·麦克格雷格,阿尔伯特·芬尼,比利·克鲁德普",大鱼 Big Fish,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,"Daniel Wallace,约翰·奥古斯特",蒂姆·波顿,http://www.imdb.com/title/tt0319061,2003,"剧情,家庭,奇幻,冒险"
8.8,"布鲁斯·威利斯,海利·乔·奥斯蒙,托妮·科莱特",第六感 The Sixth Sense,深入内心的恐怖，出人意料的结局。,M·奈特·沙马兰,M·奈特·沙马兰,http://www.imdb.com/title/tt0167404,1999,"剧情,悬疑,惊悚"
8.8,"汤姆·汉克斯,汤姆·塞兹摩尔,爱德华·伯恩斯",拯救大兵瑞恩 Saving Private Ryan,美利坚精神输出大片No1.,罗伯特·罗达特,史蒂文·斯皮尔伯格,"http://www.rzm.com/pvt.ryan/index.html,http://www.imdb.com/title/tt0120815",1998,"剧情,历史,战争"
8.7,"基努·里维斯,凯瑞-安·莫斯,劳伦斯·菲什伯恩",黑客帝国 The Matrix,视觉革命。,"莉莉·沃卓斯基,拉娜·沃卓斯基","莉莉·沃卓斯基,拉娜·沃卓斯基",http://www.imdb.com/title/tt0133093,1999,"动作,科幻"
8.7,"朱迪·福斯特,安东尼·霍普金斯,斯科特·格伦",沉默的羔羊 The Silence of the Lambs,安东尼·霍普金斯的顶级表演。,"Thomas Harris,泰德·塔里",乔纳森·戴米,http://www.imdb.com/title/tt0102926,1991,"剧情,惊悚,犯罪"
8.7,"布拉德·皮特,凯特·布兰切特,塔拉吉·P·汉森",本杰明·巴顿奇事 The Curious Case of Benjamin Button,在时间之河里感受溺水之苦。,"艾瑞克·罗斯,罗宾·史威考德,F·司各特·菲茨杰拉德",大卫·芬奇,http://www.imdb.com/title/tt0421715,2008,"剧情,爱情,奇幻"
9.1,"马修·麦康纳,安妮·海瑟薇,杰西卡·查斯坦",星际穿越 Interstellar,爱是一种力量，让我们超越时空感知它的存在。,"乔纳森·诺兰,克里斯托弗·诺兰",克里斯托弗·诺兰,"http://www.interstellarmovie.com,http://www.imdb.com/title/tt0816692,https://movie.douban.com/events/interstellar",2014,"剧情,科幻,悬疑,家庭,冒险"
8.9,"托妮·科莱特,菲利普·塞默·霍夫曼,艾瑞克·巴纳",玛丽和马克思 Mary and Max,你是我最好的朋友，你是我唯一的朋友 。,亚当·艾略特,亚当·艾略特,"http://www.maryandmax.com/,http://www.imdb.com/title/tt0978762",2009,"剧情,爱情,动画"
8.7,"阿什顿·库彻,艾米·斯马特,埃尔登·汉森",蝴蝶效应 The Butterfly Effect,人的命运被自己瞬间的抉择改变。,"J.麦基·格鲁伯,埃里克·布雷斯","埃里克·布雷斯,J.麦基·格鲁伯",http://www.imdb.com/title/tt0289879,2004,"剧情,科幻,悬疑,惊悚"
8.8,"本木雅弘,广末凉子,山崎努",入殓师 おくりびと,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,小山薰堂,泷田洋二郎,"http://www.okuribito.jp,http://www.imdb.com/title/tt1069238",2008,剧情
8.7,"约翰·特拉沃尔塔,乌玛·瑟曼,阿曼达·普拉莫",低俗小说 Pulp Fiction,故事的高级讲法。,"昆汀·塔伦蒂诺,罗杰·阿夫瑞",昆汀·塔伦蒂诺,http://www.imdb.com/title/tt0110912,1994,"剧情,犯罪"
9.5,"泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿",控方证人 Witness for the Prosecution,比利·怀德满分作品。,"阿加莎·克里斯蒂,比利·怀德,哈里·库尼兹",比利·怀德,http://www.imdb.com/title/tt0051201,1957,"剧情,悬疑,犯罪"
8.8,"本名阳子,小林桂树,高山南",侧耳倾听 耳をすませば,少女情怀总是诗。,"宫崎骏,柊葵",近藤喜文,http://www.imdb.com/title/tt0113824,1995,"剧情,爱情,动画,音乐"
8.8,"安东尼·霍普金斯,布拉德·皮特,朱莉娅·奥蒙德",燃情岁月 Legends of the Fall,传奇，不是每个人都可以拥有。,"William D. Wittliff,Susan Shilliday",爱德华·兹威克,http://www.imdb.com/title/tt0110322,1994,"剧情,爱情,家庭,西部"
8.7,"杰伊·巴鲁切尔,杰拉德·巴特勒,克雷格·费格森",驯龙高手 How to Train Your Dragon,和谐的生活离不开摸头与被摸头。,"威廉姆·戴维斯,迪恩·德布洛斯,克里斯·桑德斯,葛蕾熙达·柯维尔","迪恩·德布洛斯,克里斯·桑德斯","http://www.dreamworksdragons.com/,http://www.imdb.com/title/tt0892769",2010,"喜剧,动画,家庭,奇幻,冒险"
9.0,"皮尔斯·布鲁斯南,雅克·贝汉,姜文",海洋 Océans,大海啊，不全是水。,"Christophe Cheysson, 雅克·克鲁奥德,Laurent Debas,Stéphane Durand,Laurent Gaudé,雅克·贝汉,François Sarano","雅克·贝汉, 雅克·克鲁奥德","http://www.oceans-lefilm.com,http://www.imdb.com/title/tt0765128,https://site.douban.com/122492/",2009,纪录片
8.7,"伊桑·霍克,朱莉·德尔佩,弗农·多布切夫",爱在日落黄昏时 Before Sunset,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,"理查德·林克莱特,朱莉·德尔佩,伊桑·霍克,金·克里桑",理查德·林克莱特,http://www.imdb.com/title/tt0381681,2004,"剧情,爱情"
8.8,"吴念真,李凯莉,金燕玲",一一,我们都曾经是一一。,杨德昌,杨德昌,http://www.imdb.com/title/tt0244316,2000,"剧情,爱情,家庭"
8.6,"萨姆·沃辛顿,佐伊·索尔达娜,西格妮·韦弗",阿凡达 Avatar,绝对意义上的美轮美奂。,詹姆斯·卡梅隆,詹姆斯·卡梅隆,"http://www.avatarmovie.com,http://www.imdb.com/title/tt0499549",2009,"动作,科幻,奇幻,冒险"
8.6,"松隆子,冈田将生,木村佳乃",告白,没有一人完全善，也没有一人完全恶。,"中岛哲也,凑佳苗",中岛哲也,"http://kokuhaku-shimasu.jp,http://www.imdb.com/title/tt1590089",2010,"剧情,惊悚"
8.7,"伊桑·霍克,朱莉·德尔佩,安德莉亚·埃克特",爱在黎明破晓前 Before Sunrise,缘分是个连绵词，最美不过一瞬。,"理查德·林克莱特,金·克里桑",理查德·林克莱特,http://www.imdb.com/title/tt0112471,1995,"剧情,爱情"
8.7,"拉尔夫·费因斯,托尼·雷沃罗利,艾德里安·布洛迪",布达佩斯大饭店 The Grand Budapest Hotel,小清新的故事里注入了大历史的情怀。,"韦斯·安德森,雨果·吉尼斯",韦斯·安德森,"http://www.grandbudapesthotel.com,http://www.imdb.com/title/tt2278388",2014,"剧情,喜剧"
8.5,"张国荣,张曼玉,梁朝伟",东邪西毒 東邪西毒,电影诗。,"王家卫,金庸",王家卫,http://www.imdb.com/title/tt0109688,1994,"剧情,动作,爱情,武侠,古装"
8.7,"仲里依纱,石田卓也,板仓光隆",穿越时空的少女 時をかける少女,爱上未来的你。 ,"奥寺佐渡子,筒井康隆",细田守,"http://www.kadokawa.co.jp/tokikake/,http://www.imdb.com/title/tt0808506",2006,"剧情,爱情,科幻,动画"
8.8,"岛本须美,京田尚子,松田洋治",风之谷 風の谷のナウシカ,动画片的圣经。,宫崎骏,宫崎骏,http://www.imdb.com/title/tt0087544,1984,"科幻,动画,奇幻,冒险"
8.8,"尼古拉斯·凯奇,瑞恩·雷诺兹,艾玛·斯通",疯狂原始人 The Croods,老少皆宜，这就是好莱坞动画的魅力。,"克里斯·桑德斯,柯克·德·米科","柯克·德·米科,克里斯·桑德斯",http://www.imdb.com/title/tt0481499,2013,"喜剧,动画,冒险"
8.8,"费雯·丽,罗伯特·泰勒,露塞尔·沃特森",魂断蓝桥 Waterloo Bridge,中国式内在的美国电影。,"乔治·弗罗斯切尔,Hans Rameau,罗伯特·E·舍伍德,塞缪尔·N·贝尔曼",茂文·勒鲁瓦,http://www.imdb.com/title/tt0033238,1940,"剧情,爱情,战争"
8.7,"马特·达蒙,朱丽娅·斯蒂尔斯,大卫·斯特雷泽恩",谍影重重3 The Bourne Ultimatum,像吃了苏打饼一样干脆的电影。,"托尼·吉尔罗伊,斯科特·Z·本恩斯",保罗·格林格拉斯,http://www.imdb.com/title/tt0440963,2007,"动作,悬疑,冒险"
9.0,"麦斯·米科尔森,托玛斯·博·拉森,安妮卡·韦德科普",狩猎 Jagten,人言可畏。,"托马斯·温特伯格,托比亚斯·林道赫姆",托马斯·温特伯格,"http://www.thehuntfilm.co.uk,http://www.imdb.com/title/tt2106476",2012,剧情
8.5,"盖·皮尔斯,凯瑞-安·莫斯,乔·潘托里亚诺",记忆碎片 Memento,一个针管引发的血案。,"克里斯托弗·诺兰,乔纳森·诺兰",克里斯托弗·诺兰,http://www.imdb.com/title/tt0209144,2000,"剧情,悬疑,惊悚,犯罪"
8.5,"伊万·麦克格雷格,艾文·布莱纳,约翰尼·李·米勒",猜火车 Trainspotting,不可猜的青春迷笛。 ,"埃文·威尔什,约翰·霍奇",丹尼·博伊尔,http://www.imdb.com/title/tt0117951,1996,"剧情,犯罪"
8.5,"瑞恩·高斯林,瑞秋·麦克亚当斯,吉娜·罗兰兹",恋恋笔记本 The Notebook,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,"扬·萨尔迪,杰里米·莱文,尼古拉斯·斯帕克斯",尼克·卡索维茨,http://www.imdb.com/title/tt0332280,2004,"剧情,爱情"
8.5,"约翰尼·德普,杰弗里·拉什,奥兰多·布鲁姆",加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,约翰尼·德普的独角戏。,"泰德·艾略特,特里·鲁西奥,斯图尔特·贝亚蒂耶,Jay Wolpert",戈尔·维宾斯基,http://www.imdb.com/title/tt0325980,2003,"动作,奇幻,冒险"
8.6,"吴君如,任达华,钟绍图",岁月神偷 歲月神偷,岁月流逝，来日可追。,"罗启锐,张婉婷",罗启锐,http://www.imdb.com/title/tt1602572,2010,"剧情,家庭"
8.7,"志田未来,神木隆之介,三浦友和",借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,曾经的那段美好会沉淀为一辈子的记忆。,"宫崎骏,玛丽·诺顿,丹羽圭子",米林宏昌,"http://karigurashi.jp/,http://www.imdb.com/title/tt1568921",2010,"动画,奇幻,冒险"
8.7,"约根·沃格尔,詹妮弗·乌尔里希,马克思·雷迈特",浪潮 Die Welle,世界离独裁只有五天。,"丹尼斯·甘塞尔,彼得·图万斯,Todd Strasser",丹尼斯·甘塞尔,http://www.imdb.com/title/tt1063669,2008,剧情
8.7,"比尔·奈伊,肯尼思·布拉纳,菲利普·塞默·霍夫曼",海盗电台 The Boat That Rocked,生命不止，摇滚不死。,理查德·柯蒂斯,理查德·柯蒂斯,http://www.imdb.com/title/tt1131729,2009,"剧情,喜剧,音乐"
8.7,"周润发,张国荣,钟楚红",纵横四海 緃横四海,香港浪漫主义警匪动作片的巅峰之作。,"吴宇森,高志森,秦小珍",吴宇森,http://www.imdb.com/title/tt0101020,1991,"剧情,喜剧,动作,犯罪"
8.7,"尊龙,陈冲,彼得·奥图尔",末代皇帝 The Last Emperor,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,"贝纳尔多·贝托鲁奇,马克·派普罗",贝纳尔多·贝托鲁奇,http://www.imdb.com/title/tt0093389,1987,"剧情,传记,历史"
8.6,"桑德拉·布洛克,唐·钱德尔,马特·狄龙",撞车 Crash,天使与魔鬼的冲撞。,"保罗·哈吉斯,罗伯特·莫里斯克",保罗·哈吉斯,"http://www.crashfilm.com/,http://www.imdb.com/title/tt0375679",2004,"剧情,犯罪"
8.4,"雷·罗马诺,约翰·雷吉扎莫,丹尼斯·利瑞",冰川时代 Ice Age,松鼠才是角儿。,"迈克尔·伯格 ,Michael J. Wilson,彼得·阿克曼","卡洛斯·沙尔丹哈,克里斯·韦奇",http://www.imdb.com/title/tt0268380,2002,"喜剧,动画,冒险"
